Image,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxisLength,original_shape_MajorAxisLength,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MeshVolume,original_shape_MinorAxisLength,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_VoxelVolume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
1DLIR_60dose_2-5mm.nii,0.8497914868313039,0.7248165930028464,8.66178783835343,11.950316703524217,13.42347471470661,13.391093718829516,12.081944923514303,14.648390441820558,642.9944353258467,10.155277399592812,0.7608639359364985,473.49485890470646,0.7363902903214957,663.7658065187691,92.0,129.0,6008024.0,1.3693835133112486,19.0,3.53357618398106,146.0,11.44837382276476,110.66390041493776,112.0,59.0,87.0,7.89152000824551,111.64577951265132,-0.5347787675385285,8273694.804863322,0.477686334601677,218.28122794029028,9.062099248069638,3.546825251995358,-0.46609257066805065,0.9289867820437203,0.4361802004282213,0.35409799439444795,0.41139298923062256,1.039781349279859,0.26398200177705505,0.7984347072509551,0.7967822265044486,0.9747797625253564,0.9185476425271286,-0.10134019960210644,0.45670136938538936,0.3897041794327235,2.989666104829556,0.2918213229966149,2.3856855572472044,0.4853199014446124,0.49860520586640705,5.979332209659112,1.9112095890505256,0.3412917456179854,5.374794685604374,24.87551867219917,0.05160895990082815,36.049448184432094,230.2448132780083,0.40166319450422683,8.983402489626556,160.2655601659751,1442.265560165975,18.979483633010606,0.1458045182111572,0.03659397476691749,0.28916248387604954,0.008994910531172282,113.87445240012606,0.3841367532205378,0.5404051117464356,8.954506532227146,4.618417902319873,41.70312572733155,0.5985129461694197,0.15995572672410985,2.984624723681905,139.6496978768651,0.4584347289597426,0.6097989147781679,1.540431326113019,0.6926360639913417,6.174988671551944,0.11938267665243557,7.181818181818182,0.32644628099173556,1.2169421487603307,8.409090909090908,4685.090909090909,42169.90909090909,537.6300505050505,0.27146464646464646,3.1818181818181817,0.1446280991735537,0.3381507781693037,2.279963401960581,0.10812373488104554,4.06148218672077,0.04564315352697095,4205.0826446281,4.618418324540994,0.017981518610041047,2.145654658948876,0.023209266272653253,0.08789993576683142
2FBP_40dose_2-5mm.nii,0.8940343615831299,0.8812368232427842,15.242756716483228,17.297003841025138,20.58772256611085,22.17223508339723,18.07345829735552,22.905427046251045,2643.587330388359,15.464115786311854,0.7144350676898126,1294.1475728576456,0.48954220576761787,2679.8511607583496,54.5,143.0,21275923.0,2.528477932285864,48.0,2.7556018600154957,194.0,27.505170434200284,98.87307297019527,99.0,-9.0,203.0,19.783055121303498,104.56173646108529,-0.04149800881939982,29299232.75835317,0.19872529520063295,1157.272173187892,32.372736473946254,67.29626926320685,-1.8258293564941577,4.868402851338497,2.426793929118791,0.33151007025290524,1.1934723272833134,1.9327257290785278,0.9908400635625785,0.5664452482574533,0.5219056590318161,0.9724382363488183,0.8910131909910415,-0.047586030572877996,0.43119062128378727,0.48171591245041434,5.635430978375696,0.046283791163408826,4.830511562082932,0.347410392867773,0.08319727298497039,11.270861956751393,3.1703434895700724,1.8237991951143224,5.848675150993533,177.94141829393627,0.0914395777461132,9.267561255649717,386.71942446043164,1.9633664966426507,31.88078108941418,46.64953751284686,1558.4141829393627,1.6612353944994314,0.04509185986164097,0.09485200364328411,2.717672990296214,0.007500127944450811,298.2920016868434,0.1908321568905832,2.1143545485851494,31.608943681921726,1.8888305109937704,60.972509282066625,0.07978348911753486,0.04701617298599815,3.4364311073741223,1063.9492336006776,0.6778513983124717,0.8033046090600049,0.3263072004519015,0.8490504332225849,26.642415634635164,0.04128704762034731,27.355828220858896,0.16782716699913433,5.151266513606083,27.58282208588957,3717.030674846626,123733.33742331289,121.98804566969939,0.0961483987482746,49.42944785276074,0.3032481463359554,0.5667052954113827,15.175164773951153,0.060792629143420596,4.8890050092322905,0.08376156217882837,3574.4993036998007,5.21589776279118,0.0037785105824454687,26.849464257155358,0.04519218920811726,0.09879603950136585
1FBP_40dose_1-25mm.nii,0.8663981105631618,0.6841111512087144,11.074665021121037,16.188400089011683,19.934138136424775,19.84560565832903,19.481550814823905,21.80801614642232,1217.6499118373808,14.025599250160242,0.44609822129177434,1236.1426587174874,1.0151872444619174,1243.528056610889,48.0,156.0,22193757.0,2.817238679551104,58.75,2.8572595349694496,230.0,33.934897088454996,102.52879291251384,103.0,-41.0,271.0,24.21087405775789,110.85532009495746,-0.07311229522624732,15281594.41367902,0.16322115649937635,1776.7486172583326,49.13969411298815,119.15990808140315,-1.4344504533021292,6.31850409752515,3.6770790395424555,0.25243172218001375,1.4950192942401679,2.180586633363257,1.4264574164126493,0.5130291340304795,0.4532025213812834,0.9762126802257446,0.8959042866867251,-0.03619182663911451,0.3886257648849539,0.43803612618740073,6.960186847508088,0.03330150569862803,5.301102766286116,0.27406313642299823,0.06333169408023068,13.92037369501618,3.3483815447904326,2.4988957842669017,5.811255173983405,214.37873754152824,0.11870361990117843,6.688537899385461,294.77740863787375,2.920801708099862,46.820598006644516,26.517165005537098,1325.828349944629,0.6129322807990072,0.031196827206027837,0.18158187327728292,7.694293117208574,0.009443570562503004,247.7527777995897,0.15817415165432241,3.0838865740206267,46.42128535143342,1.5421068707247476,73.13864757119342,0.04533629647819327,0.032309038167110976,3.4679167972686398,1220.3039016645655,0.7752792016034646,0.8671948206831928,0.1996372413589753,0.9005166121353667,41.49665909204751,0.029903003278153685,41.80712166172107,0.12405674083596756,5.433225616145251,41.397626112759646,795.2047477744807,40206.961424332345,16.885032278496166,0.05407328041972761,120.18694362017804,0.35663781489667074,0.6179800776499229,25.583478386067277,0.03955693325914408,5.130703733821817,0.18660022148394242,766.4853261013129,2.8961614553128636,0.0038899120381264904,62.65226939807638,0.04661432301114905,0.18739337693832578
1DILR_100dose_2-5mm.nii,0.5873680153465441,0.5296898623812317,8.46018765097721,15.971964449053756,15.874234049399677,16.132388277919194,11.59334681110846,16.735719264380705,707.6037280419664,9.381421059626263,0.6979488909068357,550.1999896955293,0.7775538311789366,728.4898581917611,96.0,129.0,6882883.0,1.2998099235311775,17.0,3.222931498361954,144.0,9.944825811800271,113.38941398865785,115.0,64.0,80.0,7.4217665289256205,114.06630082099957,-0.43742918790734325,9478469.679811876,0.4906107396700269,153.96177829553216,9.485199419451668,2.4001804735367056,-0.10774421865708222,0.8643515022216142,0.46262246493746423,0.300900603958742,0.4341663696137002,1.059107326661929,0.27150822297714605,0.7876594977471106,0.7857624247255264,0.9732890802152744,0.914115262588052,-0.07304139547646235,0.3845713005509485,0.40926728620540664,3.0633930067163027,0.2681374360000671,2.4047478331762555,0.3559221641368532,0.46548838546976296,6.126786013432605,1.8994284021599734,0.33174349178976964,5.262629709575738,29.064272211720226,0.05494191344370553,28.01396507302361,259.5330812854442,0.35773885885199097,9.58601134215501,148.2665406427221,1381.6124763705104,16.96101134215501,0.1267328292375551,0.025952359488839755,0.21286533380623476,0.00516761010227177,135.9001510319698,0.4145311627592351,0.4567582639041202,9.657274865618744,4.149446418117867,39.348666794960636,0.49547988513554364,0.13328741427245208,2.9205832468881963,153.7023219964338,0.45607239176165454,0.6166933255780138,1.242565383125965,0.6879119840365594,6.675911479981009,0.0958623017941542,5.769230769230769,0.4437869822485207,0.8639053254437872,6.923076923076923,9912.846153846154,91535.46153846153,1101.951923076923,0.2537393162393162,1.4615384615384615,0.11242603550295859,0.21303415411281604,0.9303488467685563,0.05804604921798524,3.392747410448781,0.024574669187145556,8256.982248520711,5.43737158790682,0.014396219875107015,2.47166816484204,0.022068728362891293,0.07750568832283058
1FBP_40dose_2-5mm.nii,0.8940343615831299,0.8812368232427842,15.242756716483228,17.297003841025138,20.58772256611085,22.17223508339723,18.07345829735552,22.905427046251045,2643.587330388359,15.464115786311854,0.7144350676898126,1294.1475728576456,0.48954220576761787,2679.8511607583496,54.0,145.0,21445456.0,2.5466097539617114,47.0,2.8337506286140686,212.0,27.88206551188355,99.09558067831449,98.0,-15.0,227.0,19.97018109537776,104.9774996691835,-0.030040920694481665,29532697.921167582,0.19800756076976622,1200.341326821086,32.73723612892825,77.37042304719536,-1.4338217023047966,5.108227670309154,2.5217789172460696,0.3372742143851735,1.2168992389520288,1.9570169419087515,1.0281001488789072,0.5622890175264426,0.5165111279213201,0.9765214667697629,0.8985279862335188,-0.048121582263684966,0.4375988619356909,0.4779319098489435,5.664441119211862,0.04538401583026371,4.888449610837706,0.3580299091665482,0.09204213833517882,11.328882238423725,3.208977165226239,1.9075016468888062,5.89900485150588,179.41623843782116,0.09219745037914757,9.807814062947264,385.32271325796506,2.0195916677317376,32.11716341212744,46.476875642343266,1521.256937307297,1.6920969956299294,0.04402873902691906,0.10460974668190583,3.317175658698153,0.007384121720591699,296.1834007022918,0.1888766954715977,2.176071375437076,31.99327765795922,1.8757522175936228,60.502849952657094,0.07834260126610401,0.045589121097250454,3.4478674330734074,1073.1912745117702,0.6808209251265818,0.8055577516009171,0.31751609651435664,0.8499784030452233,27.08649117164797,0.03988580279112318,26.919540229885058,0.1547100013211785,5.582903950323688,31.160919540229884,3534.0344827586205,113211.19540229885,120.46238757790259,0.08355872505451734,69.32183908045977,0.39840137402563086,0.6542380809734237,21.18154982254694,0.05743682649773304,4.708106876534623,0.08941418293936279,3408.954683577751,4.458458454928751,0.003696549102466841,35.03005607226986,0.03799007114813379,0.12468936865559183
1AV_100dose_0-625mm.nii,0.5506339180812125,0.5381403279038125,11.301217636676348,21.00050312285151,21.08684342926926,20.741014281282574,15.300597112815385,21.878387893009656,1300.0181531286828,11.563589316212466,0.311235938298832,1850.8049965140056,1.423676271027273,1324.4331212021289,74.0,139.0,46420616.0,2.1015173491896917,33.0,3.0440063276720797,182.0,19.76680812051346,106.9779048609306,108.0,6.0,176.0,13.920888984616106,109.84855704465737,-0.19839649534882933,15981544.4078517,0.2726512254644763,622.4333563590276,23.624617984067644,22.13260919770886,-0.6825796452230962,2.6423452214861274,1.3388400049487794,0.3252796247373755,0.8559066293836965,1.59982593680933,0.6007720007235706,0.644016048666287,0.6199061613988632,0.9803203493594193,0.9100499255813783,-0.04977658269702984,0.4050182004480795,0.5107514074683382,4.826861974293698,0.08712797511319935,3.9791615644473675,0.36516728258191294,0.17974042678237215,9.653723948587396,2.7381674736707304,0.9952963066087268,5.804373286347973,276.7660514686769,0.07194334584576992,15.131124222595645,1048.8892643618403,1.0860978299876705,24.16454380036392,70.05744736158046,1675.515206654536,3.2900354470485884,0.05249987879650604,0.0809762930844186,1.9336865546799769,0.006149272353652641,734.3118657488353,0.2533003370101278,1.2131729560057711,24.219847936005827,2.2884190116530485,55.18028847352935,0.1150873585101593,0.05395459275559101,3.2131884022595614,1805.320599872112,0.6173207306648416,0.7534142488652497,0.49423669245485147,0.8105053851856193,19.67847696617974,0.044660746039608644,57.88737201365188,0.19756782257219072,3.0138498992416918,23.494880546075084,11667.354948805461,279797.5802047782,517.2370298412311,0.08521529857676859,88.95221843003414,0.30359118918100386,0.5592302510152596,12.969725684440295,0.05287671386532765,4.743999778111251,0.07616324408630101,11494.966114922714,11.522941755376356,0.0019026370239298347,17.171843439150784,0.024478864084546383,0.04236704369735823
2DLIR_100dose_1-25mm.nii,0.6458324140781346,0.6173771645848454,11.005915195076874,17.82689063739147,18.25489815515606,18.731478383456345,15.300597112815385,19.072626503081732,1130.4331046184504,11.51318381585343,0.49478837547544385,1060.6234253601492,0.9382451920656872,1154.7046239958254,81.0,126.0,19170507.0,1.6599996750358164,21.0,3.4893343494257234,157.0,14.018924528389103,105.35658914728683,108.0,42.0,115.0,9.272386282578875,106.91786257732501,-0.6174632713114291,13199924.315589946,0.383848760226844,331.4184613535614,14.850304893210676,10.974612914698781,-1.5017468446276812,1.6996517610176352,0.5523714194954331,0.5067585180745939,0.48822547495461327,1.1514194238939703,0.31050293766125814,0.7665259434204091,0.7623018569767752,0.9853350524267873,0.9313964759276133,-0.14847283292037153,0.6013240938764904,0.4325918110394441,3.8160095140290675,0.19268137790904316,2.9578549099004503,0.621312715205725,0.3761521869946301,7.632019028058135,2.3364004006226073,0.563005795128267,5.79835467322818,86.48240906380441,0.05156971321634133,29.053897321401585,643.7143709004174,0.6171240989229924,14.564698867024449,144.2737030411449,2182.526535480024,10.99628138872325,0.0867885774862519,0.0414835706657338,0.606675228655138,0.005649635756834223,350.7493891260755,0.3335714260554771,0.7158235873842662,14.387716681133528,4.120627621891456,61.01845244579421,0.3356397110040694,0.09098881379514719,3.242444344295969,514.2784431200233,0.4744747137396824,0.6256135039677079,1.3054990640986714,0.7051032238908531,10.06881225955406,0.06643023089864412,15.491228070175438,0.27177593105570946,1.9212065250846413,14.982456140350877,17569.666666666668,268056.9649122807,1221.7219200779725,0.15121832358674467,16.68421052631579,0.29270544783010155,0.5582697479186569,8.589766327723275,0.10420976282360957,4.183534427000788,0.03398926654740608,16704.068328716527,7.125153654190527,0.005139162088394864,5.8249680969711575,0.015730717069182425,0.0671639319280427
1DLIR_100dose_0-625mm.nii,0.5506339180812125,0.5381403279038125,11.301217636676348,21.00050312285151,21.08684342926926,20.741014281282574,15.300597112815385,21.878387893009656,1300.0181531286828,11.563589316212466,0.311235938298832,1850.8049965140056,1.423676271027273,1324.4331212021289,83.0,130.0,45483827.0,1.6830092362935083,24.0,3.1960654753310793,157.0,14.576066922672384,107.1580452300494,109.0,40.0,117.0,10.1742370754147,108.73451116061628,-0.4165225665793845,15659029.62251824,0.36812017290690463,340.34725981287494,15.026776173033236,8.322969679148587,-0.7271917260642771,1.5489732879648366,0.5846568131803811,0.44865284291796315,0.5160767704356127,1.168627920890069,0.31535198682138227,0.7532652676836349,0.7488196190566705,0.9844860536501314,0.9274933738333218,-0.11311425455171178,0.533340199451514,0.4572625784704275,3.845194236498697,0.17551064007648667,2.9881124910763357,0.5007832146257143,0.3365318865429513,7.690388472997393,2.329726971112859,0.5334075252863044,5.820770107352426,200.01637639719263,0.051992819442992624,27.944038035572905,1416.158305172862,0.6157056677060551,15.155445801923577,136.44060306732518,2083.6035872108137,9.891641972099471,0.08244692834243132,0.043114007574142785,0.6598338363706027,0.0049145934262810045,796.2317612781613,0.32401723114256775,0.738888508801007,15.119731180898846,3.7446329315360174,57.07617022178417,0.28838603788980427,0.0867284796488243,3.2350763149477206,1242.3113725979056,0.4949059207054083,0.6378396752714403,1.1437175954911587,0.722626322704242,10.931356804683244,0.06511667689168653,42.5375,0.265859375,1.86859375,15.1,29350.34375,449580.29375,2014.2709687499998,0.13238020833333336,32.525,0.20328125,0.434145126426216,6.91557146495753,0.056048151165294914,4.7053222095125715,0.041590850012997144,28772.2418359375,18.12539456212802,0.0020384131647644696,6.518153988318164,0.017411542206976695,0.026696771617371443
1AV_40dose_0-625mm.nii,0.9292777146232243,0.8782840911596783,12.699842225227945,14.45983407084055,17.55641826183956,17.897966286275476,16.678600404279287,18.769285835546018,1491.8234046622645,13.43720155918174,0.4459717868786356,1415.7558022818628,0.9490103170772932,1506.5555857500692,63.0,150.0,54843933.0,2.508292400098458,45.0,3.057630260260819,241.0,26.855457639977406,106.7278336380256,107.0,-15.0,256.0,18.903280542986426,111.95039728996983,-0.04200005545311622,18881497.624692082,0.2057534407387478,1142.0609803160164,35.39934600769437,75.06448666116287,-1.0002605996602458,4.844449054719831,2.2895150056014333,0.356710018885515,1.1429890995005532,1.9050879628280426,0.9682773108068626,0.5795074299360922,0.5383251979199296,0.982141249983647,0.9116040310730702,-0.05166500175712792,0.44306432592263023,0.4846265997967785,5.8956435610553175,0.049685822900540674,4.797505193301409,0.4013378943301537,0.09980252584064905,11.791287122110633,3.17631536010655,1.7834910150803163,6.061402464780713,356.7518281535649,0.08152464080291702,11.864343778094913,900.3770566727605,1.8990671549819693,35.41247714808044,57.50091407678245,2064.1236288848263,1.8432444747539567,0.03798411746731166,0.08491235893851475,2.883230945975523,0.004800756662452719,663.664731989502,0.19476294963905988,2.082899031423649,35.3039528452864,2.064920349619413,73.41266885679221,0.07436877269119013,0.03934457574481984,3.524722056521929,2208.907774946888,0.645480607756582,0.778635213050204,0.3997748040179264,0.8300788904503033,29.22549059180628,0.033603745314124814,49.42168674698795,0.14886050224996372,5.27173755262012,33.75903614457831,9736.277108433735,342890.436746988,295.76234851595683,0.0663826926608817,101.3433734939759,0.30525112498185514,0.5671682254251851,18.81470370263182,0.038874176971958586,5.193424241242797,0.07586837294332724,9562.545652489476,7.547482985639162,0.0017007002928028595,41.956273510054764,0.02790207570182725,0.07430535772091262
1FBP_100dose_2-5mm.nii,0.5873680153465441,0.5296898623812317,8.46018765097721,15.971964449053756,15.874234049399677,16.132388277919194,11.59334681110846,16.735719264380705,707.6037280419664,9.381421059626263,0.6979488909068357,550.1999896955293,0.7775538311789366,728.4898581917611,81.80000000000001,140.0,7006086.0,1.9062976826446536,27.0,2.9321534541544603,169.0,17.47633834927691,112.91871455576559,114.0,52.0,117.0,12.04065882352941,115.08266117704996,-0.18847626564196449,9648133.452966508,0.31255248516121653,493.38280666521354,9.622966335271801,12.23410412692231,-0.3967211894986991,2.0787012459523733,1.1978553990646186,0.2691820277971174,0.8019013307554371,1.5343137187156743,0.5481184667284208,0.6593911410509323,0.638403082459341,0.9578785370986252,0.8753627778848591,-0.048163404497816184,0.3844350367282909,0.5071078518963847,3.0662921269408097,0.10418207425304346,3.6960962279766294,0.30444224381157453,0.21369007779697263,6.132584253881619,2.553283759197506,0.8191391612542479,5.432628931834063,40.640831758034025,0.07682576891877888,14.410833294620872,165.34026465028356,0.8396339349845091,10.079395085066162,68.95841209829868,661.9054820415879,9.082768851081706,0.17001732829237554,0.07021818460992381,0.7335220833522355,0.018605624468995267,115.5382542653038,0.28922946920640336,0.9446626853043123,10.179044964675448,2.262697825024927,22.463213773023753,0.35195419825202645,0.18007147837297727,2.9899459202971164,245.57751582018548,0.6101990362457403,0.7543987203722552,0.4684721881446606,0.806729713689458,8.274886350387238,0.15203049774058247,8.45945945945946,0.22863403944485025,2.4835646457268084,11.162162162162161,2097.0,20023.567567567567,250.8600375375375,0.35357357357357355,8.837837837837839,0.23886048210372535,0.47115813170864823,4.835131774530504,0.15243373515045833,4.0236613931714516,0.06994328922495274,1892.5872899926958,5.275286910829803,0.013958645037837678,4.979859340675389,0.04891237231347007,0.09219744633503643
